name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
Ba(Ala)+,NA,Ba(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-210013,-243703,56.097,93.7,56.8,9.4348,15.2528,-0.2391,-3.4095,58.4325,16.085,-0.2977,1
Ba(Ala)2,NA,Ba(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-285287,-359051,107.026,218.2,134.1,20.104,41.3073,-10.4865,-4.4865,133.7647,41.4112,-0.03,0
Mn(Ala)+,NA,Mn(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-133580,-173180,28.965,112.3,51.8,8.8873,13.9167,0.2842,-3.3542,73.0237,19.8433,0.1124,1
Mn(Ala)2,NA,Mn(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-212074,-294245,71.52,254.2,128.5,19.3395,39.4414,-9.7539,-4.4094,154.8617,48.744,-0.03,0
Fe(Ala)+,NA,Fe(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-103252,-145766,18.058,103.3,46.1,8.1661,12.1558,0.976,-3.2814,69.2856,18.01,0.2792,1
Fe(Ala)2,NA,Fe(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-182987,-268535,57.246,236.6,122.2,18.4732,37.3244,-8.9189,-4.3219,144.5703,45.1671,-0.03,0
Ni(Ala)+,NA,Ni(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-93527,-137131,15,95.2,38.5,7.1451,9.664,1.9536,-3.1784,64.9703,16.36,0.326,1
Ni(Ala)2,NA,Ni(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-174545,-262972,50,220.8,113.8,17.318,34.504,-7.8105,-4.2053,135.3083,41.9478,-0.03,0
Cu(Ala)+,NA,Cu(C3H6NO2)+,aq,SK95,CHNOSZ,2007-10-12,HKF,cal,-70595,-109970,25,108.7,43.4,7.7387,11.1165,1.3762,-3.2385,70.7759,19.11,0.0974,1
Cu(Ala)2,NA,Cu(C3H6NO2)2,aq,SK95,CHNOSZ,2007-10-12,HKF,cal,-154654,-237360,65,247.2,119.2,18.0655,36.3271,-8.523,-4.2807,150.7452,47.3132,-0.03,0
Zn(Ala)+,NA,Zn(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-116613,-160464,17,107.4,43.8,7.8514,11.3891,1.2746,-3.2497,71.8106,18.835,0.2956,1
Zn(Ala)2,NA,Zn(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-197112,-283389,60,244.5,119.6,18.1164,36.4558,-8.5823,-4.286,149.2015,46.7767,-0.03,0
Pb(Ala)+,NA,Pb(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-87191,-120275,58.688,93,53.4,8.964,14.1088,0.1992,-3.3622,57.5413,15.9017,-0.3372,1
Pb(Ala)2,NA,Pb(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-166271,-239191,110.416,216.4,130.4,19.5944,40.0653,-10.0034,-4.4352,132.7356,41.0535,-0.03,0
Co(Ala)+,NA,Co(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-94099,-136245,20,104,43.6,7.8202,11.3148,1.299,-3.2467,69.3955,18.1475,0.2482,1
Co(Ala)2,NA,Co(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-173793,-259272,60,238,119.4,18.0995,36.4127,-8.5626,-4.2842,145.3423,45.4353,-0.03,0
Cd(Ala)+,NA,Cd(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-100082,-141016,29.238,113.7,53.4,9.1151,14.4742,0.063,-3.3773,73.7914,20.1183,0.1098,1
Cd(Ala)2,NA,Cd(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-179940,-263420,71.877,256.8,130.4,19.5944,40.0653,-10.0034,-4.4352,156.4053,49.2806,-0.03,0
Eu(Ala)+,NA,Eu(C3H6NO2)+,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-205329,-242057,49.689,135,68.4,11.0532,19.2058,-1.7947,-3.5729,83.4588,24.4724,-0.2006,1
Eu(Ala)2,NA,Eu(C3H6NO2)2,aq,SK95,CHNOSZ,2006-09-03,HKF,cal,-281121,-358514,98.64,298.5,147,21.8707,45.6205,-12.1799,-4.6649,180.847,57.7759,-0.03,0
